model,dataset,file,BB,CB,BB,BC
autogluon_best_recall,IND-JLMIV+R-2020,eagle-0.4.0.csv_eagle-0.5.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,giraph-1.0.0.csv_giraph-1.1.0.csv,0,125,9,0
autogluon_best_recall,IND-JLMIV+R-2020,gora-0.1.csv_gora-0.2.csv,3,50,2,0
autogluon_best_recall,IND-JLMIV+R-2020,gora-0.2.csv_gora-0.3.csv,0,42,4,0
autogluon_best_recall,IND-JLMIV+R-2020,gora-0.3.csv_gora-0.4.csv,1,62,3,0
autogluon_best_recall,IND-JLMIV+R-2020,gora-0.4.csv_gora-0.5.csv,5,45,79,0
autogluon_best_recall,IND-JLMIV+R-2020,gora-0.5.csv_gora-0.6.csv,7,127,16,1
autogluon_best_recall,IND-JLMIV+R-2020,gora-0.6.csv_gora-0.7.csv,0,53,13,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-1.4.0.csv_jspwiki-1.5.0.csv,0,0,8,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-1.5.0.csv_jspwiki-1.6.0.csv,0,0,6,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-1.6.0.csv_jspwiki-1.7.0.csv,0,0,4,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-1.7.0.csv_jspwiki-1.8.0.csv,0,0,18,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-1.8.0.csv_jspwiki-2.0.36.csv,0,0,11,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-2.0.36.csv_jspwiki-2.10.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-2.10.0.csv_jspwiki-2.2.19.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-2.2.19.csv_jspwiki-2.4.56.csv,0,0,24,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-2.4.56.csv_jspwiki-2.6.0.csv,1,90,28,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-2.6.0.csv_jspwiki-2.8.0.csv,0,136,11,0
autogluon_best_recall,IND-JLMIV+R-2020,jspwiki-2.8.0.csv_jspwiki-2.9.0.csv,0,1,0,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.10.0.csv_knox-0.11.0.csv,16,540,13,1
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.11.0.csv_knox-0.12.0.csv,11,525,10,1
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.12.0.csv_knox-0.13.0.csv,4,529,11,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.13.0.csv_knox-0.14.0.csv,2,566,16,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.14.0.csv_knox-0.3.0.csv,0,187,0,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.3.0.csv_knox-0.4.0.csv,23,297,4,1
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.4.0.csv_knox-0.5.0.csv,20,349,9,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.5.0.csv_knox-0.6.0.csv,51,369,10,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.6.0.csv_knox-0.7.0.csv,12,392,14,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.7.0.csv_knox-0.8.0.csv,27,522,12,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.8.0.csv_knox-0.9.0.csv,14,490,13,0
autogluon_best_recall,IND-JLMIV+R-2020,knox-0.9.0.csv_knox-1.0.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-0.6.1.csv_kylin-0.7.1.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-0.7.1.csv_kylin-1.0.0.csv,0,39,0,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-1.0.0.csv_kylin-1.1.0.csv,1,123,0,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-1.1.0.csv_kylin-1.2.0.csv,1,130,0,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-1.2.0.csv_kylin-1.3.0.csv,0,104,0,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-1.3.0.csv_kylin-1.5.0.csv,3,62,0,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-1.5.0.csv_kylin-1.6.0.csv,6,200,6,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-1.6.0.csv_kylin-2.0.0.csv,4,308,4,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-2.0.0.csv_kylin-2.1.0.csv,24,551,5,0
autogluon_best_recall,IND-JLMIV+R-2020,kylin-2.1.0.csv_kylin-2.2.0.csv,21,575,23,0
autogluon_best_recall,IND-JLMIV+R-2020,lens-2.6.0.csv_lens-2.7.0.csv,0,80,9,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.1.csv_mahout-0.10.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.10.0.csv_mahout-0.11.0.csv,3,743,24,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.11.0.csv_mahout-0.12.0.csv,1,718,24,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.12.0.csv_mahout-0.13.0.csv,0,0,753,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.2.csv_mahout-0.3.csv,2,69,4,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.3.csv_mahout-0.4.csv,7,140,3,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.4.csv_mahout-0.5.csv,13,258,4,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.5.csv_mahout-0.6.csv,1,241,37,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.6.csv_mahout-0.7.csv,22,571,30,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.7.csv_mahout-0.8.csv,1,344,5,0
autogluon_best_recall,IND-JLMIV+R-2020,mahout-0.8.csv_mahout-0.9.csv,8,598,29,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-0.1.csv_manifoldcf-0.2.csv,16,343,4,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-0.2.csv_manifoldcf-0.3.csv,8,264,3,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-0.3.csv_manifoldcf-0.4.csv,16,390,2,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-0.4.csv_manifoldcf-0.5.csv,15,397,1,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-0.5.csv_manifoldcf-0.6.csv,21,417,3,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-0.6.csv_manifoldcf-1.0.csv,43,486,5,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.0.csv_manifoldcf-1.1.csv,35,467,5,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.1.csv_manifoldcf-1.10.csv,2,273,3,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.10.csv_manifoldcf-1.2.csv,2,325,1,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.2.csv_manifoldcf-1.3.csv,41,514,6,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.3.csv_manifoldcf-1.4.csv,26,555,5,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.4.csv_manifoldcf-1.5.csv,10,549,10,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.5.csv_manifoldcf-1.6.csv,15,676,14,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.6.csv_manifoldcf-1.7.csv,12,620,12,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.7.csv_manifoldcf-1.8.csv,13,684,24,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.8.csv_manifoldcf-1.9.csv,14,766,11,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-1.9.csv_manifoldcf-2.0.csv,12,644,10,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.0.csv_manifoldcf-2.1.csv,20,734,25,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.1.csv_manifoldcf-2.10.csv,3,710,26,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.10.csv_manifoldcf-2.2.csv,3,771,12,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.2.csv_manifoldcf-2.3.csv,17,814,24,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.3.csv_manifoldcf-2.4.csv,25,840,26,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.4.csv_manifoldcf-2.5.csv,16,813,26,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.5.csv_manifoldcf-2.6.csv,20,858,26,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.6.csv_manifoldcf-2.7.csv,8,856,13,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.7.csv_manifoldcf-2.8.csv,17,865,10,0
autogluon_best_recall,IND-JLMIV+R-2020,manifoldcf-2.8.csv_manifoldcf-2.9.csv,5,885,14,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-0.7.csv_nutch-0.8.csv,0,39,6,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-0.8.csv_nutch-0.9.csv,6,173,43,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-0.9.csv_nutch-1.0.csv,1,110,8,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.0.csv_nutch-1.1.csv,14,252,19,1
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.1.csv_nutch-1.10.csv,0,60,1,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.10.csv_nutch-1.11.csv,4,165,39,1
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.11.csv_nutch-1.12.csv,11,283,23,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.12.csv_nutch-1.13.csv,4,154,20,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.13.csv_nutch-1.14.csv,2,292,23,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.14.csv_nutch-1.2.csv,0,48,5,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.2.csv_nutch-1.3.csv,17,159,11,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.3.csv_nutch-1.4.csv,2,80,42,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.4.csv_nutch-1.5.csv,14,134,30,1
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.5.csv_nutch-1.6.csv,15,69,117,1
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.6.csv_nutch-1.7.csv,5,123,22,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.7.csv_nutch-1.8.csv,3,166,26,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.8.csv_nutch-1.9.csv,4,138,69,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-1.9.csv_nutch-2.0.csv,0,54,2,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-2.0.csv_nutch-2.1.csv,10,184,12,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-2.1.csv_nutch-2.2.csv,18,123,27,0
autogluon_best_recall,IND-JLMIV+R-2020,nutch-2.2.csv_nutch-2.3.csv,0,115,29,0
autogluon_best_recall,IND-JLMIV+R-2020,opennlp-1.7.0.csv_opennlp-1.8.0.csv,0,298,4,0
autogluon_best_recall,IND-JLMIV+R-2020,parquet-mr-1.0.0.csv_parquet-mr-1.1.0.csv,2,157,11,0
autogluon_best_recall,IND-JLMIV+R-2020,parquet-mr-1.1.0.csv_parquet-mr-1.2.0.csv,1,174,16,0
autogluon_best_recall,IND-JLMIV+R-2020,parquet-mr-1.2.0.csv_parquet-mr-1.3.0.csv,1,133,12,0
autogluon_best_recall,IND-JLMIV+R-2020,parquet-mr-1.3.0.csv_parquet-mr-1.4.0.csv,6,163,35,0
autogluon_best_recall,IND-JLMIV+R-2020,parquet-mr-1.4.0.csv_parquet-mr-1.5.0.csv,11,180,72,1
autogluon_best_recall,IND-JLMIV+R-2020,parquet-mr-1.5.0.csv_parquet-mr-1.6.0.csv,2,184,11,0
autogluon_best_recall,IND-JLMIV+R-2020,parquet-mr-1.6.0.csv_parquet-mr-1.7.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,santuario-java-1.4.5.csv_santuario-java-2.0.0.csv,0,13,7,0
autogluon_best_recall,IND-JLMIV+R-2020,santuario-java-2.0.0.csv_santuario-java-2.1.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,systemml-0.10.csv_systemml-0.11.csv,26,585,33,1
autogluon_best_recall,IND-JLMIV+R-2020,systemml-0.11.csv_systemml-0.12.csv,49,635,37,0
autogluon_best_recall,IND-JLMIV+R-2020,systemml-0.12.csv_systemml-0.13.csv,42,708,40,1
autogluon_best_recall,IND-JLMIV+R-2020,systemml-0.13.csv_systemml-0.14.csv,24,571,37,1
autogluon_best_recall,IND-JLMIV+R-2020,systemml-0.14.csv_systemml-0.15.csv,6,442,39,0
autogluon_best_recall,IND-JLMIV+R-2020,systemml-0.15.csv_systemml-0.9.csv,0,141,13,0
autogluon_best_recall,IND-JLMIV+R-2020,systemml-0.9.csv_systemml-1.0.0.csv,0,73,3,0
autogluon_best_recall,IND-JLMIV+R-2020,systemml-1.0.0.csv_systemml-1.1.0.csv,10,559,22,0
autogluon_best_recall,IND-JLMIV+R-2020,systemml-1.1.0.csv_systemml-1.2.0.csv,0,356,24,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.1.csv_tika-0.10.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.10.csv_tika-0.2.csv,0,8,11,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.2.csv_tika-0.3.csv,0,9,1,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.3.csv_tika-0.4.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.4.csv_tika-0.5.csv,4,69,7,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.5.csv_tika-0.6.csv,7,108,6,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.6.csv_tika-0.7.csv,9,79,5,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.7.csv_tika-0.8.csv,7,72,7,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.8.csv_tika-0.9.csv,17,93,34,2
autogluon_best_recall,IND-JLMIV+R-2020,tika-0.9.csv_tika-1.0.csv,11,62,40,1
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.0.csv_tika-1.1.csv,15,126,55,2
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.1.csv_tika-1.10.csv,1,95,22,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.10.csv_tika-1.11.csv,12,312,19,1
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.11.csv_tika-1.12.csv,24,401,38,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.12.csv_tika-1.13.csv,16,366,32,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.13.csv_tika-1.14.csv,11,406,20,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.14.csv_tika-1.15.csv,8,381,17,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.15.csv_tika-1.16.csv,12,558,14,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.16.csv_tika-1.17.csv,10,549,13,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.17.csv_tika-1.2.csv,3,114,5,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.2.csv_tika-1.3.csv,21,181,60,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.3.csv_tika-1.4.csv,27,166,92,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.4.csv_tika-1.5.csv,12,170,96,1
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.5.csv_tika-1.6.csv,15,238,8,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.6.csv_tika-1.7.csv,12,222,18,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.7.csv_tika-1.8.csv,10,243,18,0
autogluon_best_recall,IND-JLMIV+R-2020,tika-1.8.csv_tika-1.9.csv,15,348,17,0
autogluon_best_recall,IND-JLMIV+R-2020,wss4j-1.5.0.csv_wss4j-1.6.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,wss4j-1.6.0.csv_wss4j-2.0.0.csv,0,0,0,0
autogluon_best_recall,IND-JLMIV+R-2020,wss4j-2.0.0.csv_wss4j-2.1.0.csv,2,241,4,0
autogluon_best_recall,IND-JLMIV+R-2020,wss4j-2.1.0.csv_wss4j-2.2.0.csv,0,126,2,0
autogluon_best_recall,JIRA-HA-2019,activemq-5.0.0.csv_activemq-5.1.0.csv,23,176,1053,39
autogluon_best_recall,JIRA-HA-2019,activemq-5.1.0.csv_activemq-5.2.0.csv,28,179,1169,52
autogluon_best_recall,JIRA-HA-2019,activemq-5.2.0.csv_activemq-5.3.0.csv,18,93,1215,24
autogluon_best_recall,JIRA-HA-2019,activemq-5.3.0.csv_activemq-5.8.0.csv,1,68,32,0
autogluon_best_recall,JIRA-HA-2019,camel-1.4.0.csv_camel-2.10.0.csv,0,3,95,0
autogluon_best_recall,JIRA-HA-2019,camel-2.10.0.csv_camel-2.11.0.csv,25,278,5337,76
autogluon_best_recall,JIRA-HA-2019,camel-2.11.0.csv_camel-2.9.0.csv,0,65,4089,0
autogluon_best_recall,JIRA-HA-2019,derby-10.2.1.6.csv_derby-10.3.1.4.csv,3,44,1017,25
autogluon_best_recall,JIRA-HA-2019,derby-10.3.1.4.csv_derby-10.5.1.1.csv,3,35,1254,28
autogluon_best_recall,JIRA-HA-2019,groovy-1.5.7.csv_groovy-1.6.BETA1.csv,13,82,498,18
autogluon_best_recall,JIRA-HA-2019,groovy-1.6.BETA1.csv_groovy-1.6.BETA2.csv,12,11,589,29
autogluon_best_recall,JIRA-HA-2019,hbase-0.94.0.csv_hbase-0.95.0.csv,0,0,0,0
autogluon_best_recall,JIRA-HA-2019,hbase-0.95.0.csv_hbase-0.95.2.csv,5,12,631,29
autogluon_best_recall,JIRA-HA-2019,hive-0.10.0.csv_hive-0.12.0.csv,1,41,908,8
autogluon_best_recall,JIRA-HA-2019,hive-0.12.0.csv_hive-0.9.0.csv,0,18,683,0
autogluon_best_recall,JIRA-HA-2019,jruby-1.1.0.csv_jruby-1.4.0.csv,0,0,122,6
autogluon_best_recall,JIRA-HA-2019,jruby-1.4.0.csv_jruby-1.5.0.csv,7,24,512,69
autogluon_best_recall,JIRA-HA-2019,jruby-1.5.0.csv_jruby-1.7.0.preview1.csv,1,3,380,7
autogluon_best_recall,JIRA-HA-2019,lucene-2.3.0.csv_lucene-2.9.0.csv,0,9,203,9
autogluon_best_recall,JIRA-HA-2019,lucene-2.9.0.csv_lucene-3.0.0.csv,4,6,307,7
autogluon_best_recall,JIRA-HA-2019,lucene-3.0.0.csv_lucene-3.1.0.csv,45,20,428,23
autogluon_best_recall,JIRA-HA-2019,wicket-1.3.0.beta1.csv_wicket-1.3.0.beta2.csv,70,116,862,71
autogluon_best_recall,JIRA-HA-2019,wicket-1.3.0.beta2.csv_wicket-1.5.3.0.csv,0,0,4,0
autogluon_best_recall,JIRA-RA-2019,activemq-5.0.0.csv_activemq-5.1.0.csv,35,207,1023,28
autogluon_best_recall,JIRA-RA-2019,activemq-5.1.0.csv_activemq-5.2.0.csv,46,155,1167,57
autogluon_best_recall,JIRA-RA-2019,activemq-5.2.0.csv_activemq-5.3.0.csv,22,76,1195,55
autogluon_best_recall,JIRA-RA-2019,activemq-5.3.0.csv_activemq-5.8.0.csv,2,88,11,0
autogluon_best_recall,JIRA-RA-2019,camel-1.4.0.csv_camel-2.10.0.csv,0,2,95,0
autogluon_best_recall,JIRA-RA-2019,camel-2.10.0.csv_camel-2.11.0.csv,13,150,5511,42
autogluon_best_recall,JIRA-RA-2019,camel-2.11.0.csv_camel-2.9.0.csv,3,213,3920,7
autogluon_best_recall,JIRA-RA-2019,derby-10.2.1.6.csv_derby-10.3.1.4.csv,54,90,867,75
autogluon_best_recall,JIRA-RA-2019,derby-10.3.1.4.csv_derby-10.5.1.1.csv,19,73,1185,38
autogluon_best_recall,JIRA-RA-2019,groovy-1.5.7.csv_groovy-1.6.BETA1.csv,3,46,554,7
autogluon_best_recall,JIRA-RA-2019,groovy-1.6.BETA1.csv_groovy-1.6.BETA2.csv,2,25,605,9
autogluon_best_recall,JIRA-RA-2019,hbase-0.94.0.csv_hbase-0.95.0.csv,0,0,0,0
autogluon_best_recall,JIRA-RA-2019,hbase-0.95.0.csv_hbase-0.95.2.csv,7,19,565,86
autogluon_best_recall,JIRA-RA-2019,hive-0.10.0.csv_hive-0.12.0.csv,0,56,900,4
autogluon_best_recall,JIRA-RA-2019,hive-0.12.0.csv_hive-0.9.0.csv,0,5,670,27
autogluon_best_recall,JIRA-RA-2019,jruby-1.1.0.csv_jruby-1.4.0.csv,0,1,123,3
autogluon_best_recall,JIRA-RA-2019,jruby-1.4.0.csv_jruby-1.5.0.csv,1,13,593,5
autogluon_best_recall,JIRA-RA-2019,jruby-1.5.0.csv_jruby-1.7.0.preview1.csv,0,14,374,1
autogluon_best_recall,JIRA-RA-2019,lucene-2.3.0.csv_lucene-2.9.0.csv,1,19,198,4
autogluon_best_recall,JIRA-RA-2019,lucene-2.9.0.csv_lucene-3.0.0.csv,3,16,302,3
autogluon_best_recall,JIRA-RA-2019,lucene-3.0.0.csv_lucene-3.1.0.csv,1,32,479,6
autogluon_best_recall,JIRA-RA-2019,wicket-1.3.0.beta1.csv_wicket-1.3.0.beta2.csv,14,65,1001,32
autogluon_best_recall,JIRA-RA-2019,wicket-1.3.0.beta2.csv_wicket-1.5.3.0.csv,0,0,6,0
autogluon_best_recall,MA-SZZ-2020,flume-1.2.0.csv_flume-1.3.0.csv,37,65,76,4
autogluon_best_recall,MA-SZZ-2020,flume-1.3.0.csv_flume-1.3.1.csv,86,235,12,1
autogluon_best_recall,MA-SZZ-2020,flume-1.3.1.csv_flume-1.4.0.csv,38,177,13,0
autogluon_best_recall,MA-SZZ-2020,flume-1.4.0.csv_flume-1.5.0.csv,52,269,18,1
autogluon_best_recall,MA-SZZ-2020,flume-1.5.0.csv_flume-1.5.1.csv,72,380,24,1
autogluon_best_recall,MA-SZZ-2020,flume-1.5.1.csv_flume-1.5.2.csv,73,389,16,1
autogluon_best_recall,MA-SZZ-2020,flume-1.5.2.csv_flume-1.6.0.csv,29,316,16,0
autogluon_best_recall,MA-SZZ-2020,flume-1.6.0.csv_flume-1.7.0.csv,18,310,11,0
autogluon_best_recall,MA-SZZ-2020,flume-1.7.0.csv_flume-1.8.0.csv,10,454,14,0
autogluon_best_recall,MA-SZZ-2020,mahout-0.10.0.csv_mahout-0.11.0.csv,161,876,30,4
autogluon_best_recall,MA-SZZ-2020,mahout-0.11.0.csv_mahout-0.12.0.csv,182,773,67,2
autogluon_best_recall,MA-SZZ-2020,mahout-0.12.0.csv_mahout-0.13.0.csv,157,789,55,2
autogluon_best_recall,MA-SZZ-2020,mahout-0.13.0.csv_mahout-0.4.csv,7,7,0,0
autogluon_best_recall,MA-SZZ-2020,mahout-0.4.csv_mahout-0.5.csv,59,316,25,2
autogluon_best_recall,MA-SZZ-2020,mahout-0.5.csv_mahout-0.6.csv,52,285,30,3
autogluon_best_recall,MA-SZZ-2020,mahout-0.6.csv_mahout-0.7.csv,172,534,113,21
autogluon_best_recall,MA-SZZ-2020,mahout-0.7.csv_mahout-0.8.csv,75,366,10,2
autogluon_best_recall,MA-SZZ-2020,mahout-0.8.csv_mahout-0.9.csv,186,593,47,7
autogluon_best_recall,MA-SZZ-2020,maven-2.2.0.csv_maven-2.2.1.csv,8,215,27,1
autogluon_best_recall,MA-SZZ-2020,maven-2.2.1.csv_maven-3.0.0.csv,0,46,0,0
autogluon_best_recall,MA-SZZ-2020,maven-3.0.0.csv_maven-3.0.1.csv,61,478,13,1
autogluon_best_recall,MA-SZZ-2020,maven-3.0.1.csv_maven-3.0.2.csv,56,486,7,1
autogluon_best_recall,MA-SZZ-2020,maven-3.0.2.csv_maven-3.0.3.csv,47,498,9,0
autogluon_best_recall,MA-SZZ-2020,maven-3.0.3.csv_maven-3.0.4.csv,47,504,8,0
autogluon_best_recall,MA-SZZ-2020,maven-3.0.4.csv_maven-3.0.5.csv,58,540,8,1
autogluon_best_recall,MA-SZZ-2020,maven-3.0.5.csv_maven-3.1.0.csv,16,398,5,0
autogluon_best_recall,MA-SZZ-2020,maven-3.1.0.csv_maven-3.1.1.csv,55,554,5,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.1.0.csv_shiro-1.2.0.csv,9,299,2,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.2.0.csv_shiro-1.2.1.csv,26,417,2,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.2.1.csv_shiro-1.2.2.csv,15,426,4,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.2.2.csv_shiro-1.2.3.csv,17,435,6,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.2.3.csv_shiro-1.2.4.csv,14,427,10,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.2.4.csv_shiro-1.2.5.csv,17,427,9,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.2.5.csv_shiro-1.2.6.csv,17,435,9,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.2.6.csv_shiro-1.3.0.csv,7,406,9,1
autogluon_best_recall,MA-SZZ-2020,shiro-1.3.0.csv_shiro-1.3.1.csv,16,196,274,0
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.5.0.csv_zeppelin-0.5.5.csv,9,49,4,0
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.5.5.csv_zeppelin-0.5.6.csv,19,82,14,2
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.5.6.csv_zeppelin-0.6.0.csv,5,23,13,0
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.6.0.csv_zeppelin-0.6.1.csv,57,41,130,12
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.6.1.csv_zeppelin-0.6.2.csv,69,78,103,9
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.6.2.csv_zeppelin-0.7.0.csv,10,14,62,4
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.7.0.csv_zeppelin-0.7.1.csv,61,251,1,0
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.7.1.csv_zeppelin-0.7.2.csv,67,283,3,0
autogluon_best_recall,MA-SZZ-2020,zeppelin-0.7.2.csv_zeppelin-0.7.3.csv,66,299,5,1
autogluon_best_recall,Metrics-Repo-2010,ant-1.3.csv_ant-1.4.csv,7,42,16,0
autogluon_best_recall,Metrics-Repo-2010,ant-1.4.csv_ant-1.5.csv,1,18,1,1
autogluon_best_recall,Metrics-Repo-2010,ant-1.5.csv_ant-1.6.csv,21,33,59,3
autogluon_best_recall,Metrics-Repo-2010,ant-1.6.csv_ant-1.7.csv,17,55,58,3
autogluon_best_recall,Metrics-Repo-2010,camel-1.0.csv_camel-1.2.csv,4,25,10,5
autogluon_best_recall,Metrics-Repo-2010,camel-1.2.csv_camel-1.4.csv,17,159,42,4
autogluon_best_recall,Metrics-Repo-2010,camel-1.4.csv_camel-1.6.csv,59,304,131,28
