train_path,dataset,project,test_path,diff_path,test_path_noDup,class_ratio,class_ratio_noDup,num_neg,num_pos,num_neg_noDup,num_pos_noDup
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.11.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.12.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.11_commons-compress-1.12_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.12.csv,15.6,12.8,156,10,128,10
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.12.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.13.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.12_commons-compress-1.13_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.13.csv,9.411764706,7.375,160,17,59,8
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.13.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.14.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.13_commons-compress-1.14_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.14.csv,23.375,12.25,187,8,49,4
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.14.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.15.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.14_commons-compress-1.15_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.15.csv,31.5,8.5,189,6,17,2
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.15.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.16.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.15_commons-compress-1.16_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.16.csv,32.5,9,195,6,45,5
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.16.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.16_commons-compress-1.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.2.csv,5.9,5.7,59,10,57,10
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.2.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.2_commons-compress-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.3.csv,4.8125,3.4,77,16,51,15
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.3.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.3_commons-compress-1.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.4.csv,5.1875,2.181818182,83,16,24,11
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.4.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.5.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.4_commons-compress-1.5_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.5.csv,3.904761905,1.157894737,82,21,22,19
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.5.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.6.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.5_commons-compress-1.6_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.6.csv,4.391304348,1.823529412,101,23,31,17
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.6.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.7.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.6_commons-compress-1.7_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.7.csv,4.037037037,2,109,27,38,19
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.7.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.8.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.7_commons-compress-1.8_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.8.csv,3.548387097,0.714285714,110,31,10,14
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.8.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.9.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.8_commons-compress-1.9_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.9.csv,5.304347826,2.777777778,122,23,25,9
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.0.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.0_commons-configuration-1.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.1.csv,3.666666667,2.333333333,33,9,21,9
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.1.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.10.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.1_commons-configuration-1.10_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.10.csv,14.42857143,13.85714286,101,7,97,7
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.10.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.10_commons-configuration-1.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.2.csv,2.533333333,2.533333333,38,15,38,15
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.2.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.2_commons-configuration-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.3.csv,2.5,2.052631579,60,24,39,19
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.3.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.3_commons-configuration-1.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.4.csv,4.6875,1.916666667,75,16,23,12
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.4.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.5.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.4_commons-configuration-1.5_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.5.csv,4.75,0.933333333,76,16,14,15
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.5.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.6.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.5_commons-configuration-1.6_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.6.csv,8.6,2.25,86,10,18,8
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.6.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.7.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.6_commons-configuration-1.7_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.7.csv,9.363636364,3.9,103,11,39,10
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.7.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.8.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.7_commons-configuration-1.8_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.8.csv,8.818181818,6.545454545,97,11,72,11
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.8.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.9.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.8_commons-configuration-1.9_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-1.9.csv,8.818181818,8.818181818,97,11,97,11
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-1.9.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-2.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-1.9_commons-configuration-2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-2.0.csv,24.66666667,24.66666667,222,9,222,9
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-2.0.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-2.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-2.0_commons-configuration-2.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-2.1.csv,32.28571429,32.28571429,226,7,226,7
dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-2.1.csv,IND-JLMIV+R-2020,commons-configuration,dataset/original//IND-JLMIV+R-2020/commons-configuration/commons-configuration-2.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-configuration-2.1_commons-configuration-2.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-configuration/diffToPreviousRelease_commons-configuration-2.2.csv,33.28571429,33.28571429,233,7,233,7
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.0.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-1.0_commons-dbcp-1.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-1.1.csv,3.875,3.25,31,8,26,8
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.1.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-1.1_commons-dbcp-1.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-1.2.csv,1.785714286,1.222222222,25,14,11,9
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.2.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-1.2_commons-dbcp-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-1.3.csv,3.818181818,3.090909091,42,11,34,11
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.3.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-1.3_commons-dbcp-1.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-1.4.csv,3.818181818,1,42,11,5,5
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-1.4.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-1.4_commons-dbcp-2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-2.0.csv,5.625,5.625,45,8,45,8
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.0.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-2.0_commons-dbcp-2.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-2.1.csv,6.714285714,6.714285714,47,7,47,7
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.1.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.2.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-2.1_commons-dbcp-2.2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-2.2.0.csv,26,26,52,2,52,2
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.2.0.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.3.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-2.2.0_commons-dbcp-2.3.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-2.3.0.csv,26.5,26.5,53,2,53,2
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.3.0.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.4.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-2.3.0_commons-dbcp-2.4.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-2.4.0.csv,55,55,55,1,55,1
dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.4.0.csv,IND-JLMIV+R-2020,commons-dbcp,dataset/original//IND-JLMIV+R-2020/commons-dbcp/commons-dbcp-2.5.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-dbcp-2.4.0_commons-dbcp-2.5.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-dbcp/diffToPreviousRelease_commons-dbcp-2.5.0.csv,55,55,55,1,55,1
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.0.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.0_commons-digester-1.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.1.csv,NA,NA,22,NA,18,NA
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.1.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.1_commons-digester-1.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.2.csv,NA,NA,31,NA,24,NA
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.2.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.2_commons-digester-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.3.csv,NA,NA,31,NA,6,NA
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.3.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.3_commons-digester-1.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.4.csv,32,11,32,1,11,1
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.4.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.5.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.4_commons-digester-1.5_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.5.csv,17.5,22,35,2,22,1
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.5.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.6.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.5_commons-digester-1.6_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.6.csv,33,22.5,66,2,45,2
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.6.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.7.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.6_commons-digester-1.7_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.7.csv,33.5,19,67,2,19,1
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.7.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.8.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.7_commons-digester-1.8_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-1.8.csv,34,12,68,2,12,1
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-1.8.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-2.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-1.8_commons-digester-2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-2.0.csv,NA,NA,70,NA,47,NA
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-2.0.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-2.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-2.0_commons-digester-2.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-2.1.csv,NA,NA,114,NA,93,NA
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-2.1.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-3.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-2.1_commons-digester-3.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-3.0.csv,21,21,147,7,147,7
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-3.0.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-3.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-3.0_commons-digester-3.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-3.1.csv,21,21,147,7,147,7
dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-3.1.csv,IND-JLMIV+R-2020,commons-digester,dataset/original//IND-JLMIV+R-2020/commons-digester/commons-digester-3.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-digester-3.1_commons-digester-3.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-digester/diffToPreviousRelease_commons-digester-3.2.csv,14.7,14.7,147,10,147,10
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.0.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-1.0_commons-io-1.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-1.1.csv,4.571428571,3.6,32,7,18,5
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.1.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-1.1_commons-io-1.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-1.2.csv,4.25,1.666666667,34,8,5,3
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.2.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-1.2_commons-io-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-1.3.csv,3.5,2.75,42,12,22,8
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.3.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-1.3_commons-io-1.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-1.4.csv,6.2,16,62,10,48,3
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-1.4.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-1.4_commons-io-2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-2.0.csv,11.5,10.875,92,8,87,8
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.0.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-2.0_commons-io-2.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-2.1.csv,15.66666667,15.66666667,94,6,94,6
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.1.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-2.1_commons-io-2.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-2.2.csv,11.75,11.75,94,8,94,8
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.2.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-2.2_commons-io-2.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-2.3.csv,11.875,11.875,95,8,95,8
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.3.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-2.3_commons-io-2.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-2.4.csv,11.875,11.875,95,8,95,8
dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.4.csv,IND-JLMIV+R-2020,commons-io,dataset/original//IND-JLMIV+R-2020/commons-io/commons-io-2.5.csv,dataset/diff/IND-JLMIV+R-2020/commons-io-2.4_commons-io-2.5_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-io/diffToPreviousRelease_commons-io-2.5.csv,27.75,27.75,111,4,111,4
dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-1.0.csv,IND-JLMIV+R-2020,commons-jcs,dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-1.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-jcs-1.0_commons-jcs-1.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-jcs/diffToPreviousRelease_commons-jcs-1.1.csv,105.5,86,211,2,172,2
dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-1.1.csv,IND-JLMIV+R-2020,commons-jcs,dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-jcs-1.1_commons-jcs-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-jcs/diffToPreviousRelease_commons-jcs-1.3.csv,21.91666667,19.63636364,263,12,216,11
dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-1.3.csv,IND-JLMIV+R-2020,commons-jcs,dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-2.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-jcs-1.3_commons-jcs-2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-jcs/diffToPreviousRelease_commons-jcs-2.0.csv,29.66666667,29.66666667,356,12,356,12
dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-2.0.csv,IND-JLMIV+R-2020,commons-jcs,dataset/original//IND-JLMIV+R-2020/commons-jcs/commons-jcs-2.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-jcs-2.0_commons-jcs-2.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-jcs/diffToPreviousRelease_commons-jcs-2.1.csv,32.45454545,33,357,11,297,9
